point_id,latitude,longitude,date,temp_min,temp_max,temp_mean,humidity_mean,pressure_mean,wind_speed_max,wind_direction,precipitation_total,cloud_cover_mean
P27,14.6255,121.0056,2024-07-22,24.85,28.12,26.191666666666666,93.0,1007.0,8.49,216.0,23.87,100.0
P27,14.6255,121.0056,2024-07-29,24.89,30.08,27.319999999999997,80.0,1009.0,5.36,193.0,18.88,100.0
P27,14.6255,121.0056,2024-08-05,25.82,31.34,28.393333333333334,75.0,1007.0,11.62,209.0,4.76,86.0
P27,14.6255,121.0056,2024-08-12,27.4,31.97,29.573333333333334,75.0,1007.0,16.09,217.0,0.0,18.0
P27,14.6255,121.0056,2024-08-19,26.66,33.69,29.238333333333333,70.0,1008.0,7.2,220.0,11.08,100.0
P27,14.6255,121.0056,2024-08-26,25.12,32.19,27.64333333333333,88.0,1007.0,13.41,221.0,2.99,81.0
P27,14.6255,121.0056,2024-09-02,23.66,26.16,25.076666666666668,96.0,1005.0,17.43,168.0,87.94,100.0
P27,14.6255,121.0056,2024-09-09,25.07,29.9,28.201666666666668,79.0,1009.0,4.82,355.0,0.23,75.0
P27,14.6255,121.0056,2024-09-16,25.24,30.9,27.995,80.0,1002.0,6.69,260.0,14.8,100.0
P27,14.6255,121.0056,2024-09-23,25.14,33.24,28.741666666666664,74.0,1011.0,6.71,26.0,0.39,73.0
P27,14.6255,121.0056,2024-09-30,25.59,31.1,28.066666666666666,77.0,1007.0,19.67,229.0,0.0,100.0
P27,14.6255,121.0056,2024-10-07,24.41,30.88,27.256666666666664,64.0,1010.0,2.05,98.0,6.85,81.0
P27,14.6255,121.0056,2024-10-14,26.96,30.68,28.565,76.0,1009.0,3.79,106.0,0.86,100.0
P27,14.6255,121.0056,2024-10-21,24.78,31.58,27.61,79.0,1008.0,9.39,64.0,5.18,96.0
P27,14.6255,121.0056,2024-10-28,25.91,30.97,28.378333333333334,72.0,1006.0,8.94,323.0,0.0,40.0
P27,14.6255,121.0056,2024-11-04,24.62,32.67,28.666666666666668,67.0,1010.0,9.83,351.0,0.0,75.0
P27,14.6255,121.0056,2024-11-11,25.96,29.97,27.781666666666666,83.0,1005.0,13.86,230.0,10.48,100.0
P27,14.6255,121.0056,2024-11-18,26.5,32.59,29.131666666666664,73.0,1011.0,4.02,206.0,0.0,100.0
P27,14.6255,121.0056,2024-11-25,25.67,32.16,28.573333333333334,69.0,1011.0,6.26,97.0,0.0,81.0
P27,14.6255,121.0056,2024-12-02,25.39,28.07,26.463333333333335,90.0,1009.0,3.6,352.0,12.03,100.0
P27,14.6255,121.0056,2024-12-09,26.11,29.71,27.656666666666666,76.0,1010.0,9.39,16.0,6.07,100.0
P27,14.6255,121.0056,2024-12-16,24.88,30.01,26.93166666666667,74.0,1013.0,5.81,354.0,0.0,99.0
P27,14.6255,121.0056,2024-12-23,25.06,29.38,27.021666666666665,74.0,1011.0,4.28,65.0,0.64,100.0
P27,14.6255,121.0056,2024-12-30,23.34,29.37,26.09,80.0,1011.0,5.13,90.0,0.0,23.0
P28,14.6255,121.0266,2024-07-01,26.78,33.24,29.135,76.0,1008.0,5.81,231.0,0.0,100.0
P28,14.6255,121.0266,2024-07-08,25.53,32.11,28.811666666666667,72.0,1009.0,4.47,316.0,5.82,95.0
P28,14.6255,121.0266,2024-07-15,25.72,31.61,28.426666666666666,74.0,1008.0,4.47,230.0,18.2,100.0
P28,14.6255,121.0266,2024-07-22,24.85,28.12,26.191666666666666,93.0,1007.0,8.49,216.0,23.87,100.0
P28,14.6255,121.0266,2024-07-29,24.89,30.08,27.319999999999997,80.0,1009.0,5.36,193.0,18.88,100.0
P28,14.6255,121.0266,2024-08-05,25.82,31.34,28.393333333333334,75.0,1007.0,11.62,209.0,4.76,86.0
P28,14.6255,121.0266,2024-08-12,27.4,31.97,29.573333333333334,75.0,1007.0,16.09,217.0,0.0,18.0
P28,14.6255,121.0266,2024-08-19,26.66,33.69,29.238333333333333,70.0,1008.0,7.2,220.0,11.08,100.0
P28,14.6255,121.0266,2024-08-26,25.12,32.19,27.64333333333333,88.0,1007.0,13.41,221.0,2.99,81.0
P28,14.6255,121.0266,2024-09-02,23.66,26.16,25.076666666666668,96.0,1005.0,17.43,168.0,87.94,100.0
P28,14.6255,121.0266,2024-09-09,25.07,29.9,28.201666666666668,79.0,1009.0,4.82,355.0,0.23,75.0
P28,14.6255,121.0266,2024-09-16,25.24,30.9,27.995,80.0,1002.0,6.69,260.0,14.8,100.0
P28,14.6255,121.0266,2024-09-23,25.14,33.24,28.741666666666664,74.0,1011.0,6.71,26.0,0.39,73.0
P28,14.6255,121.0266,2024-09-30,25.59,31.1,28.066666666666666,77.0,1007.0,19.67,229.0,0.0,100.0
P28,14.6255,121.0266,2024-10-07,24.41,30.88,27.256666666666664,64.0,1010.0,2.05,98.0,6.85,81.0
P28,14.6255,121.0266,2024-10-14,26.96,30.68,28.565,76.0,1009.0,3.79,106.0,0.86,100.0
P28,14.6255,121.0266,2024-10-21,24.78,31.58,27.61,79.0,1008.0,9.39,64.0,5.18,96.0
P28,14.6255,121.0266,2024-10-28,25.91,30.97,28.378333333333334,72.0,1006.0,8.94,323.0,0.0,40.0
P28,14.6255,121.0266,2024-11-04,24.62,32.67,28.666666666666668,67.0,1010.0,9.83,351.0,0.0,75.0
P28,14.6255,121.0266,2024-11-11,25.96,29.97,27.781666666666666,83.0,1005.0,13.86,230.0,10.48,100.0
P28,14.6255,121.0266,2024-11-18,26.5,32.59,29.131666666666664,73.0,1011.0,4.02,206.0,0.0,100.0
P28,14.6255,121.0266,2024-11-25,25.67,32.16,28.573333333333334,69.0,1011.0,6.26,97.0,0.0,81.0
P28,14.6255,121.0266,2024-12-02,25.39,28.07,26.463333333333335,90.0,1009.0,3.6,352.0,12.03,100.0
P28,14.6255,121.0266,2024-12-09,26.11,29.71,27.656666666666666,76.0,1010.0,9.39,16.0,6.07,100.0
P28,14.6255,121.0266,2024-12-16,24.88,30.01,26.93166666666667,74.0,1013.0,5.81,354.0,0.0,99.0
P28,14.6255,121.0266,2024-12-23,25.06,29.38,27.021666666666665,74.0,1011.0,4.28,65.0,0.64,100.0
P28,14.6255,121.0266,2024-12-30,23.34,29.37,26.09,80.0,1011.0,5.13,90.0,0.0,23.0
P29,14.6255,121.0475,2024-07-01,26.78,33.24,29.135,76.0,1008.0,5.81,231.0,0.0,100.0
P29,14.6255,121.0475,2024-07-08,25.53,32.11,28.811666666666667,72.0,1009.0,4.47,316.0,5.82,95.0
P29,14.6255,121.0475,2024-07-15,25.72,31.61,28.426666666666666,74.0,1008.0,4.47,230.0,18.2,100.0
P29,14.6255,121.0475,2024-07-22,24.85,28.12,26.191666666666666,93.0,1007.0,8.49,216.0,23.87,100.0
P29,14.6255,121.0475,2024-07-29,24.89,30.08,27.319999999999997,80.0,1009.0,5.36,193.0,18.88,100.0
P29,14.6255,121.0475,2024-08-05,25.82,31.34,28.393333333333334,75.0,1007.0,11.62,209.0,4.76,86.0
P29,14.6255,121.0475,2024-08-12,27.4,31.97,29.573333333333334,75.0,1007.0,16.09,217.0,0.0,18.0
P29,14.6255,121.0475,2024-08-19,26.66,33.69,29.238333333333333,70.0,1008.0,7.2,220.0,11.08,100.0
P29,14.6255,121.0475,2024-08-26,25.12,32.19,27.64333333333333,88.0,1007.0,13.41,221.0,2.99,81.0
P29,14.6255,121.0475,2024-09-02,23.66,26.16,25.076666666666668,96.0,1005.0,17.43,168.0,87.94,100.0
P29,14.6255,121.0475,2024-09-09,25.07,29.9,28.201666666666668,79.0,1009.0,4.82,355.0,0.23,75.0
P29,14.6255,121.0475,2024-09-16,25.24,30.9,27.995,80.0,1002.0,6.69,260.0,14.8,100.0
P29,14.6255,121.0475,2024-09-23,25.14,33.24,28.741666666666664,74.0,1011.0,6.71,26.0,0.39,73.0
P29,14.6255,121.0475,2024-09-30,25.59,31.1,28.066666666666666,77.0,1007.0,19.67,229.0,0.0,100.0
P29,14.6255,121.0475,2024-10-07,24.41,30.88,27.256666666666664,64.0,1010.0,2.05,98.0,6.85,81.0
P29,14.6255,121.0475,2024-10-14,26.96,30.68,28.565,76.0,1009.0,3.79,106.0,0.86,100.0
P29,14.6255,121.0475,2024-10-21,24.78,31.58,27.61,79.0,1008.0,9.39,64.0,5.18,96.0
P29,14.6255,121.0475,2024-10-28,25.91,30.97,28.378333333333334,72.0,1006.0,8.94,323.0,0.0,40.0
P29,14.6255,121.0475,2024-11-04,24.62,32.67,28.666666666666668,67.0,1010.0,9.83,351.0,0.0,75.0
P29,14.6255,121.0475,2024-11-11,25.96,29.97,27.781666666666666,83.0,1005.0,13.86,230.0,10.48,100.0
P29,14.6255,121.0475,2024-11-18,26.5,32.59,29.131666666666664,73.0,1011.0,4.02,206.0,0.0,100.0
P29,14.6255,121.0475,2024-11-25,25.67,32.16,28.573333333333334,69.0,1011.0,6.26,97.0,0.0,81.0
P29,14.6255,121.0475,2024-12-02,25.39,28.07,26.463333333333335,90.0,1009.0,3.6,352.0,12.03,100.0
P29,14.6255,121.0475,2024-12-09,26.11,29.71,27.656666666666666,76.0,1010.0,9.39,16.0,6.07,100.0
P29,14.6255,121.0475,2024-12-16,24.88,30.01,26.93166666666667,74.0,1013.0,5.81,354.0,0.0,99.0
P29,14.6255,121.0475,2024-12-23,25.06,29.38,27.021666666666665,74.0,1011.0,4.28,65.0,0.64,100.0
P29,14.6255,121.0475,2024-12-30,23.34,29.37,26.09,80.0,1011.0,5.13,90.0,0.0,23.0
P30,14.6255,121.0684,2024-07-01,26.94,33.23,29.153333333333332,76.0,1008.0,2.53,86.0,3.25,100.0
P30,14.6255,121.0684,2024-07-08,25.61,32.18,28.911666666666665,71.0,1009.0,2.48,97.0,4.75,94.0
P30,14.6255,121.0684,2024-07-15,25.84,31.67,28.491666666666664,74.0,1008.0,3.48,110.0,25.03,100.0
P30,14.6255,121.0684,2024-07-22,25.19,28.06,26.21666666666667,93.0,1007.0,7.45,249.0,27.94,100.0
P30,14.6255,121.0684,2024-07-29,24.96,30.24,27.381666666666664,80.0,1009.0,4.37,254.0,37.78,100.0
P30,14.6255,121.0684,2024-08-05,26.07,31.24,28.348333333333333,75.0,1008.0,6.0,244.0,5.58,85.0
P30,14.6255,121.0684,2024-08-12,27.46,32.06,29.638333333333335,73.0,1007.0,5.46,249.0,0.0,17.0
P30,14.6255,121.0684,2024-08-19,26.78,33.99,29.348333333333333,68.0,1008.0,7.2,220.0,10.41,99.0
P30,14.6255,121.0684,2024-08-26,25.28,32.27,27.72,88.0,1007.0,4.45,263.0,4.29,85.0
P30,14.6255,121.0684,2024-09-02,23.62,26.23,25.09166666666667,96.0,1005.0,9.05,252.0,87.93,100.0
P30,14.6255,121.0684,2024-09-09,25.35,29.45,27.996666666666666,85.0,1009.0,4.4,351.0,0.12,100.0
P30,14.6255,121.0684,2024-09-16,25.47,30.59,28.013333333333332,80.0,1002.0,6.69,260.0,16.16,100.0
P30,14.6255,121.0684,2024-09-23,25.32,33.23,28.883333333333336,73.0,1011.0,2.92,95.0,0.7,74.0
P30,14.6255,121.0684,2024-09-30,25.92,31.2,28.248333333333335,76.0,1007.0,8.23,270.0,0.0,100.0
P30,14.6255,121.0684,2024-10-07,24.48,30.65,27.23,65.0,1010.0,1.99,92.0,8.29,78.0
P30,14.6255,121.0684,2024-10-14,27.05,30.83,28.748333333333335,75.0,1009.0,3.9,99.0,1.47,100.0
P30,14.6255,121.0684,2024-10-21,25.07,31.56,27.77,79.0,1008.0,4.31,59.0,6.44,97.0
P30,14.6255,121.0684,2024-10-28,25.91,30.99,28.366666666666664,74.0,1006.0,4.63,270.0,0.27,95.0
P30,14.6255,121.0684,2024-11-04,24.87,32.62,28.64,69.0,1010.0,4.72,60.0,0.0,89.0
P30,14.6255,121.0684,2024-11-11,25.96,30.04,27.823333333333334,83.0,1006.0,8.74,217.0,10.54,100.0
P30,14.6255,121.0684,2024-11-18,26.44,32.45,29.10666666666667,73.0,1011.0,5.1,103.0,0.24,100.0
P30,14.6255,121.0684,2024-11-25,25.87,32.14,28.651666666666667,69.0,1011.0,4.21,67.0,0.0,61.0
P30,14.6255,121.0684,2024-12-02,25.33,27.94,26.37,90.0,1009.0,2.23,344.0,14.73,100.0
P30,14.6255,121.0684,2024-12-09,26.21,29.65,27.665000000000003,76.0,1010.0,4.78,52.0,7.4,100.0
P30,14.6255,121.0684,2024-12-16,24.88,30.16,27.025000000000002,73.0,1013.0,3.75,59.0,0.0,98.0
P30,14.6255,121.0684,2024-12-23,25.21,29.43,27.108333333333334,73.0,1011.0,4.86,77.0,0.6,100.0
P30,14.6255,121.0684,2024-12-30,23.49,29.38,26.176666666666666,80.0,1012.0,5.8,92.0,0.4,18.0
